"State","Path","CurrentSha256","BaselineSha256"
"DeletedCandidate","src\app\departments\page.tsx",,"8197B4F6C2FA41020DA3E3A9246BD32ACC84672B1086C17A2F3B5269820BBF14"
"DeletedCandidate","src\app\discussion\[slug]\page.tsx",,"60AF48967E12087C79FF578BFF967584BDCDAFAB9775AE69E23BF389E294FD05"
"DeletedCandidate","src\app\discussion\page.tsx",,"E7827D179ACEF645A839B5AA56879CA012DD92A8CE1013F51359E68C5EC7F969"
"DeletedCandidate","src\app\early-team-finding\page.tsx",,"C6996C2B9F3F8EA70B25661406128C8FA2EA35CF63B2165F1DE491D43F4EBA10"
"DeletedCandidate","src\app\knowledge\page.tsx",,"2A7B072B9394CFDD7EC5088BABF822470FA47F0FBAFD650A256C92232CF5BD0A"
"DeletedCandidate","src\app\page.tsx",,"A9FD9008453295CC3D22D97D664309396919BC3B38B677DF4F5AE2E877433976"
"DeletedCandidate","src\app\roadmap\page.tsx",,"D7130DDB44500440B1EA5FE0336B38122CB4134210EB7199E410A23B8D1C8E08"
"Modified",".env.example","05A390E6C94F8D6DD832B548FA95CD965946A4F0999D9985F2ACB9E40272213C","29D517E2093D818487CEB2B88522FC283E96CBDE658DF4F14BB823F5D575927D"
"Modified","docs\architecture.md","FE249AC47D94459435DCAE7D9E2C4292968753022ADA66D0A0D49931247AE9C9","4E861781B24B0CBC44A35CAAD552E9866E3C8A193C75B35AAE101EFACCC06A6F"
"Modified","next.config.mjs","3F675E4644BF59C63562BC80676FB75CB3C0E53B629E3A23A8C520082AFFBA00","1E3206CB200E264FDDDB4DBB2E4772DAEBC839FDBC94B78316D74892A0DE6FA2"
"Modified","package.json","7B4BFE10C934B48B260F45E798B1C6F341ED18DDC747EBC25EF433C80F7DDB34","B9240204D0AEF961C270D19AEEFCBF9D23BFB733B0B24130E08A18E65F6055F3"
"Modified","package-lock.json","206275B5615F9A6949D13D7D55455491AE04F1C7CA49D1C75375BF1022ACF382","AEBBD4CD25AD6486FF77708056FF3C0811F468480C5D4BD413A69C49F2049365"
"Modified","src\app\admin\characters\page.tsx","422C522433016C49D2836168B5296818E980C705A046D1FFAB81FC06C2660E5D","151166D605247E6EC2D6AACDBD66D33E072ECD04A606AE9AC122FF62D936D169"
"Modified","src\app\admin\consensus-review\page.tsx","03F3EBD12F99F53BECEA9BC76CDD26B89F09DC71F247EC1F438D552FD00A7786","A5EEC600ACD73E1A3B09E336F8A0A540ABD964D70E41B5203C6C0EE976206CBA"
"Modified","src\app\admin\discussion-generator\page.tsx","81FB379B7C5CB987A8DAB2B082CC4C67E8E7D52120818F5E96A3F9C4E93870BF","63E14F6338880F4C70AFCB920E7D1531595CCAA4205B1FBA22FE5D9AD13E45CA"
"Modified","src\app\admin\knowledge-base\page.tsx","82319E2A5A0FDDDD2AB74C4DA3C4289ADD1EBE86D205DE73193CEAD90762A98A","B28C27CF78082412DFE229225F2C6D0754585BC3D9BD02D1A376CFC3371F91DF"
"Modified","src\app\admin\page.tsx","12DBBAC224F3401CA5F1E0CB337E4ABEBA2C8A07FE64D0934C6031767FE6D1F5","3B4140C68B74E710CD85C7E89212360A5C8E32D3D991B9E944922BA0328FC0A6"
"Modified","src\app\admin\publishing\page.tsx","9A1B13EEEDD1194179252D2DBE7D7B3BB1BA482203FBA3174571554BE5AC8570","1483818E1069211DCDB7423597B02EF33D1422A86E8E040B613D87A6A5442EA3"
"Modified","src\app\admin\sources\page.tsx","122CC4BF1D9D49AE2E4F88D4E608C5ACA5BCF31399F99CE9575DC5EBDFB72918","DFF4B663B105A526CF5C10036EC511E4F39BB8F2225626ADB77606C0EAFBA7A5"
"Modified","src\app\admin\topics\page.tsx","9C0F444B760C836D9FFC35AA705CED5FDB63288E0427DF603791CD90EFC53A4A","7328D5AD0A026EE9A168FCDC96DAF8C1B7E15170685850199ED8FA4CCBA52B6F"
"Modified","src\app\globals.css","9831EE68302937FF2894103F348A40524D763CD03053A290AF8CAC0861DB2477","77A842F3B9B67D369A76CE48C37DE71E13ED638BED5D07CA22FB94A9BC9E8FAA"
"Modified","src\app\layout.tsx","CD0F4BE9DDDED1944173F2BACB40F91517F4C8B311D39FC3FBEFF1C353B578D7","80E3DB53F914F9480948590006E6B5E2FB39572FF99A5A2DBEA5CC78897A3938"
"Modified","src\app\not-found.tsx","B83714E39DFFA58AB0F7084F1FF61A2734A9C340F5C78BF431E2D9FFC41687CD","30916C625E1A9894CF353C7750CE70A72DDED1EAEFB625FE25AD35CD6F768BFA"
"Modified","src\components\admin\admin-list.tsx","573EC0D651B3B1E4620DDDD39599738B90BF872693A53894C34B3F94E09F0D75","BBCF388829EA4E58E2DF2FDBAE0139D3042599753874DA944C1576619A4E4D6B"
"Modified","src\components\admin\admin-shell.tsx","135AB8A67EDB01E061C7A83BF77A361F9938BD5492C20FED2489B1B0CF72B632","342FF04D8BB23505C49D957B211CDBF3BAAB118F30CC6F432650C6A43A3B4FDF"
"Modified","src\components\cards\character-card.tsx","9B97C89F39CF5BBF0E2FD292173607FBAE3F9AA126D32236B6C785DA990C9A07","876A1E777EE09027FCDDA392B39864004090E1AACABE7245BAD20C52BA794127"
"Modified","src\components\cards\department-card.tsx","0576B44038B913C9187237BE08F403108A752C78350663484926B63C76EB46CD","9232A79C920C6509920AAD93DC4636E4FB6FBBEEBAA8C287CC1A9B11675F8C9E"
"Modified","src\components\cards\discussion-card.tsx","0C4150AB539A22039A21141B5FA6E6D7B946B7F53DD90AD3E3B6FF7F3FB1DC73","24B143A551E1ACCAE6582EEF181C71624118C0B3BB70822397FCE42ECEE7ABAE"
"Modified","src\components\cards\knowledge-card.tsx","F11105B1B0E62668B17866B2B1C0ABC3485713FCCBCA08FC8E1483A2F4B427DC","238A09843872B0D982BA9EEE14EF917140EAF45DF144705657ED4C326FD5AEB2"
"Modified","src\components\cards\metric-card.tsx","CA5C8DBC971DF0F39CD9645F85002E0AA0F8C85BD112E6B47B8C6D5DF130FE09","BCE34038797964BD2234D02AF380E56A700968FD66E2CBB636A394CBE31A6B77"
"Modified","src\components\layout\page-container.tsx","5BE89483FCD8E8ACFA9666360835A549CE03A317D5E2BA4869D8F1AE43EA7E51","77C86152863F6B0E41235826A66B572D46A74B5DBE08B44818D129048E3B5FB0"
"Modified","src\components\layout\site-footer.tsx","7BBD940F4FE90588FEC3556BB3DDE1FC68C57A777C8340FD5F4EB859F8BF26C2","9422E85D1E661DA09DC6A5120166E822E12E92296C8DA799FCE27E2B74BB3331"
"Modified","src\components\layout\site-header.tsx","70442FA0A1EA492BA1F692093A90F735E4E67A425AD75D2CB96E985FA1C0B356","D24289ED7C58E5149BD19440F4E29C781FA9E78644B99D1A30B8048B70CDC238"
"Modified","src\components\sections\page-hero.tsx","9DB41E03CA4D0E2D642EAD8455FEDB60BF25C82531B4BC290A21F24252964099","51FF328F39AE401FD2280855C335F62453BDF3DD6C86732A24241CA09971ECA8"
"Modified","src\components\shared\breadcrumb.tsx","764BD35071A53DE220E7FC0D65714F667825E0A1FB132DBC478F3E4D996433D2","D620C481482013538D14B11ECF3A533A4D1ED790EE19AEA95563B7D80A41709D"
"Modified","src\components\shared\empty-state.tsx","28961D928CE2F8C9961193273EE54FF938BA85E964EF780CB19B72389B4CA03C","CD598E6F14C9DD5AE4AF4807B625D0DB0A0ECA06581F4DDA991E73C8D61DFF54"
"Modified","src\components\shared\search-bar.tsx","A35CEB898F3BF447F8CD72664DA127B5F9B348BBBD3D45522FAE165D8C982195","5A18AE7858E17C05B81CD7DA1E5D07C6576101EA541F77B170B0681B6A5B38AA"
"Modified","src\components\ui\button.tsx","E095826C34471DFBECD92A887EBA95589935A4D2F81A5EC0E7A48E08E5D7FEF2","9CE417985B97956FBB3A73C84B0EB60230FD0A9844C5111DF92E061731440A3F"
"Modified","src\components\ui\card.tsx","DC988957DEC91B9AC4235B5D324CA26B92CDD636EBE0123D18DDF7C01D77AB79","EDD4D9AF705CB1602C1E9A51F2B06593CF80109486962E44DDE9025B5626C12A"
"Modified","src\components\ui\input.tsx","34F2C24FF82BDE9A468766452CE0741C89EBE9B1AF6670A52B27550BFD2B8F2A","2C7747D5C7253DC8367E3D0DA0D15BC714E1320D67FA7BAEB9B0B325774DD127"
"Modified","src\constants\navigation.ts","752CD822F7334824DC753A6C79ED5DAF9B4DC4BD5CB84BEDCDD1953BF48DC470","9F1EF65A03F1A93FD8C0DDA4C6E43274BF1A073106254B206BADAA5A0458B2F9"
"Modified","src\data\mock.ts","0402566C7A0EBB1D51326641B5BB81490AAFF242AECFD06348AEEE61B73C85E3","A1148E8E42A4CF3CD00C791A0636483F6AE4D5E9D4AFABDC332915EA7B4FD74A"
"Modified","src\lib\ai\README.md","F85BFA06DC77CEE6CFA8B6FD574EC9628F8F9DDBDDEBAC96FE93DAA53B3CE189","7086592A84A4FB0091D914FB61D1D7A77D6969B07F2D5F546E27C82EB3C97FB6"
"Modified","src\lib\api\README.md","41DC7FCDED98BAB294D8714C7408D1C61FF6EA74E018FB98C85B6CCB56EA3AF5","A24DC16BB9B88DC80D9733AB109A71C3D1A1DE624F6DE2149A0452EC7DCF3B8F"
"Modified","src\lib\database\README.md","892C074F4CA43055A527785503B51287C0A9DA1CEAE2BDCA0BF447B0C4CD55AF","D3B83928EFFA027532E62BE003EB4AA271885DF3C958A6AA2478A8A538DB5AC4"
"Modified","src\lib\prompts\README.md","9A886C770D368115885CDABBB548924BCB460B8D1CDA02874D2CAD0A2ECBBD74","26E008A61C5B7A90F24A270575B53B9BD8C539D3CDED1BD30AB0765A60493354"
"Modified","src\types\index.ts","869146EC716657447BAFDF81734D524AA7BC438293C3F78DFED2D34247DD12DE","40BC161E37C2336D1C0021BDA7B4149AACD35687A8EA3056457A6CA67176BABC"
